,Name,Address,Url,Sector
247,Geribike," 1115 Budapest, Bartók Béla u. 99. ",http://www.geribike.hu,Kerékpár eladás-szervíz
248,ROBIKA GYM sportközpont," 1152  Budapest,  Rákos út 123. ",http://www.robikagym.hu,Sportoktató-Edző
249,ROBIKA GYM sportközpont," 1152  Budapest,  Rákos út 123. ",http://www.robikagym.hu,Kondi-Fitness termek
250,Kalmár Adrienn, +36 70 570-4328 ,http://www.kalmaradrienn.hu,Zene-tánc
251,Retro Partyzenekar, Mácsik Zoltán  0630-451-9040  Kalmár Adrienn     0670-570-4328  ,http://www.retropartyzenekar.hu,Zene-tánc
252,Táncos fesztivál, Budapest ,http://www.tancosfesztival.hu,Zene-tánc
253,Szánmodell webáruház, ,http://http://www.szanmodell.hu/,Hobby-Játék
254,Szánmodell webáruház," 1211 Budapest, Ady Endre út 32 ",http://www.szanmodell.hu/,Hobby-Játék
255,Meglepetés webshop, ,http://http://www.meglepeteswebshop.hu,Hobby-Játék
256,Misiviszi költöztetés, Tököl ,http://www.misiviszi.hu,Költöztetés
257,Függöny szaküzlet," 1134 Budapest, Róbert Károly Krt. 82-84.
1191 Budapest, Üllői út 243. Az Europarktól 2 percre ",http://www.extrafuggony.hu,Sofőrszolgálat
258,BIL-TRANS CARGO KFT., 2724 Újlengyel József Attila utca.12 ,http://www.biltrans.hu,Személyszállítás
259,Függöny szaküzlet," 1134 Budapest, Róbert Károly Krt. 82-84.
1191 Budapest, Üllői út 243. Az Europarktól 2 percre ",http://www.extrafuggony.hu,Személyszállítás
260,Gamma Trans Kft.," 5700 Gyula
Temesvári út 223.  ",http://www.gammatrans.hu,Teherfuvarozás
261,BIL-TRANS CARGO KFT., 2724 Újlengyel József Attila utca.12 ,http://www.biltrans.hu,Teherfuvarozás
262,B-Trans 2006, 2834 Tardos Temető út 3.  ,http://www.btrans.hu,Teherfuvarozás
263,Inelton Kft, 1192 Botond u. 9. ,http://www.inelton.hu,Honlapkészítés
264,Q-Soft System Kft," 1182 Budapest, Királyhágó u. 53. ",http://www.q-ss.hu,Honlapkészítés
265,VidualDesign," 1119 Budapest, Bártfai u. 14 ",http://www.vidualdesign.hu,Honlapkészítés
266,Grafika-Webdesign, Magyarország ,http://www.grafika-webdesign.hu,Honlapkészítés
267,w3marketing, Magyarország ,http://www.w3marketing.hu,Honlapkészítés
268,Inelton Kft, 1192 Botond u. 9. ,http://www.inelton.hu,Programozás
269,Q-Soft System Kft," 1182 Budapest, Királyhágó u. 53. ",http://www.q-ss.hu,Programozás
270,Inelton Kft, 1192 Botond u. 9. ,http://www.inelton.hu,Rendszergazda
271,Számológép javítás, Budapesten ,http://www.szamologepjavitas.hu/,Számítógép szervíz
272,Hajdú Nikolett," 2360 Gyál, Kőrösi út 13 ",http://www.hajdunikolett.hu,Fodrász
273,Csak Hajvágó Szalon, Budapest XII. Alkotás u. 1/A – a Délu pu.-val szemben ,http://www.moderno.hu,Fodrász
274,Gyémántszalon," Budapest, 1132 Csanády utca 11.  ",http://www.gyemantszalon.hu/,Fodrász
275,Obsináné Pakocs Beatrix, Budapest VI.Nagymező u.29 ,http://www.kozmetik.hu,Fodrász
276,Csak hajvágó szalon," Székesfehérvár, ALBA PLAZA  Palotai út 1. ",http://www.csakhajvagas.hu,Fodrász
277,Csak hajvágó szalon," Budapest, IV. Árpád út 37. ",http://www.csakhajvagas.hu,Fodrász
278,Csak hajvágó szalon," Budapest, VII.  Erzsébet krt. 44 ",http://www.csakhajvagas.hu,Fodrász
279,Gellei naturális fodrász szalon," 1012 Budapest, Attila út 81 ",http://www.gellei.hu,Fodrász
280,Gellei naturális fodrász szalon," Budapest, 1111 Bartók Béla út 10-12. ",http://www.gellei.hu,Fodrász
281,GELLEI: házhoz megyünk, Budapest ,http://www.fodraszhazhoz.hu,Fodrász
282,Georgie a fodrász," 2100 Gödöllő, Arany János utca 51/a ",http://www.georgie-hair.com,Fodrász
283,Elixír szépségszalon," 1044 Budapest, Fiumei út 18/b ",http://www.ujpestszepsegszalon.hu,Fodrász
284,Újpest fodrászat," 1044 Budapest, Fiumei út 18/b ",http://www.ujpestfodraszat.hu,Fodrász
285,Csak Hajvágó Szalon, Budapest XII. Alkotás u. 1/A – a Délu pu.-val szemben ,http://www.moderno.hu,Kozmetikus
286,Gyémántszalon," Budapest, 1132 Csanády utca 11.  ",http://www.gyemantszalon.hu/,Kozmetikus
287,AVATAR HOLISZTIKUS SZÉPSÉGSZALON, Budapest XI. Bartók Béla út 66. ,http://www.holisztikusgyogyaszat.hu,Kozmetikus
288,Obsináné Pakocs Beatrix, Budapest VI.Nagymező u.29 ,http://www.kozmetik.hu,Kozmetikus
289,Elixír szépségszalon," 1044 Budapest, Fiumei út 18/b ",http://www.ujpestszepsegszalon.hu,Kozmetikus
290,Gyémántszalon," Budapest, 1132 Csanády utca 11.  ",http://www.gyemantszalon.hu/,Manikűr-Műköröm
291,Obsináné Pakocs Beatrix, Budapest VI.Nagymező u.29 ,http://www.kozmetik.hu,Manikűr-Műköröm
292,Elixír szépségszalon," 1044 Budapest, Fiumei út 18/b ",http://www.ujpestszepsegszalon.hu,Manikűr-Műköröm
293,Gyémántszalon," Budapest, 1132 Csanády utca 11.  ",http://www.gyemantszalon.hu/,Pedikűr
294,Obsináné Pakocs Beatrix, Budapest VI.Nagymező u.29 ,http://www.kozmetik.hu,Pedikűr
295,Elixír szépségszalon," 1044 Budapest, Fiumei út 18/b ",http://www.ujpestszepsegszalon.hu,Pedikűr
296,Spamasszázs Kft," . 1115 Budapest, Bartók Béla út 96. I/16 ",http://www.fogyasztokezeles.hu,Szolárium
297,Gyémántszalon," Budapest, 1132 Csanády utca 11.  ",http://www.gyemantszalon.hu/,Szolárium
298,Elixír szépségszalon," 1044 Budapest, Fiumei út 18/b ",http://www.ujpestszepsegszalon.hu,Szolárium
299,Spamasszázs Kft," . 1115 Budapest, Bartók Béla út 96. I/16 ",http://www.fogyasztokezeles.hu,Szépségszalon
300,Gyémántszalon," Budapest, 1132 Csanády utca 11.  ",http://www.gyemantszalon.hu/,Szépségszalon
301,AVATAR HOLISZTIKUS SZÉPSÉGSZALON, Budapest XI. Bartók Béla út 66. ,http://www.holisztikusgyogyaszat.hu,Szépségszalon
302,Obsináné Pakocs Beatrix, Budapest VI.Nagymező u.29 ,http://www.kozmetik.hu,Szépségszalon
303,Hugi szépségszalon," 2083 Solymár, Mátyás K. u 91 ",http://www.hugiszepsegfarm.hu,Szépségszalon
304,Elixír szépségszalon," 1044 Budapest, Fiumei út 18/b ",http://www.ujpestszepsegszalon.hu,Szépségszalon
305,VidualDesign," 1119 Budapest, Bártfai u. 14 ",http://www.vidualdesign.hu,Dekoráció
306,Zöld Montázs Kft. ," H-9751 Vép,Alkotmány u.2. ",http://www.vilagitobutor.hu,Dekoráció
307,Csiga Reklámtechnika," Telephely:  Shalev Center  1107 Budapest, Száva utca 9. ",http://http://www.csigareklamtechnika.h,Dekoráció
308,Piro Prev Tűzvédelmi Kft.," Budapest, 1108 Kozma utca 7. ",http://www.piroprev.hu,Biztonságtechnika
309,Tűzgátló ajtók és tolókapuk," 1108 Budapest, Kozma utca 7. ",http://www.tuzgatlo-ajtok.hu,Biztonságtechnika
310,VidualDesign," 1119 Budapest, Bártfai u. 14 ",http://www.vidualdesign.hu,Grafikus
311,Csiga Reklámtechnika," Telephely:  Shalev Center  1107 Budapest, Száva utca 9. ",http://http://www.csigareklamtechnika.h,Grafikus
312,PRIBY.COM," 1028 Budapest, Kevélyhegyi u. ",http://www.priby.com,Grafikus
313,Grafika-Webdesign, Magyarország ,http://www.grafika-webdesign.hu,Grafikus
314,w3marketing, Magyarország ,http://www.w3marketing.hu,Grafikus
315,Irodagép szervíz,"  Bp.1106. Gyakorló köz,  Örs vezér tér -  ÁRKÁD ÜZLETKÖZPONTNÁL ",http://www.teletoner.hu/,Irodagép szervíz
316,Számológép javítás, Budapesten ,http://www.szamologepjavitas.hu/,Irodagép szervíz
317,Irodagép szervíz,"  Bp.1106. Gyakorló köz,  Örs vezér tér -  ÁRKÁD ÜZLETKÖZPONTNÁL ",http://www.teletoner.hu/,Festékpatron-toner töltés
318,VF Kft, 2600 Vác Naszály út 18 ,http://www.vfkft.hu,Irodabútor-Iroda felszerelés
319,VidualDesign," 1119 Budapest, Bártfai u. 14 ",http://www.vidualdesign.hu,Nyomdai munka
320,PRIBY.COM," 1028 Budapest, Kevélyhegyi u. ",http://www.priby.com,Nyomdai munka
321,Carta Trade Nyomdaipari Keresked," 1149 Budapest, Kövér Lajos u. 21-23.  ",http://www.cartatrade.hu,Nyomdai munka
322,Pótmagánvád, 1195 Budapest Hofherr Albert u. 3. ,http://www.potmaganvad.hu,Ügyvéd
323,Feljelentés, 1195 Budapest Hofherr Albert u. 3.  ,http://www.feljelentes.hu,Ügyvéd
324,Br2000 Kft," 1047 Budapest, Attila u. 64.  ",http://www.br2000.hu,Épület-Iroda takarítás
325,BR2000 Kft," 1134 Budapest, Attila u. 64. ",http://www.irodaktakaritasa.hu,Épület-Iroda takarítás
326,Konyha takarítás," 1047 Budapest, Attila u. 64. ",http://www.konyhatakaritas.hu,Épület-Iroda takarítás
327,Irodaház takarítás," 1047 Budapest, Attila u. 64. ",http://www.irodaktakaritasa.hu,Épület-Iroda takarítás
328,Br2000 Kft," 1047 Budapest, Attila u. 64.  ",http://www.br2000.hu,Testőr-Biztonsági szolgálat
329,Tüzoltó készülékek, ,http://www.maximabolt.hu,Tüzoltó készülékek
330,Piro Prev Tűzvédelmi Kft.," Budapest, 1108 Kozma utca 7. ",http://www.piroprev.hu,Tüzoltó készülékek
331,Tűzgátló ajtók és tolókapuk," 1108 Budapest, Kozma utca 7. ",http://www.tuzgatlo-ajtok.hu,Tüzoltó készülékek
332,Akro-Békés Trade," 5600 Békéscsaba, Kétegyházi út 6.
 ",http://www.akrobekes.hu,Export-Import
333,Borealisz légifotó, ,http://www.borealisz.hu,Reklám
334,VidualDesign," 1119 Budapest, Bártfai u. 14 ",http://www.vidualdesign.hu,Reklám
335,Zöld Montázs Kft. ," H-9751 Vép,Alkotmány u.2. ",http://www.vilagitobutor.hu,Reklám
336,Csiga Reklámtechnika," Telephely:  Shalev Center  1107 Budapest, Száva utca 9. ",http://http://www.csigareklamtechnika.h,Reklám
337,Gyémántszalon," Budapest, 1132 Csanády utca 11.  ",http://www.gyemantszalon.hu/,Welness
338,Pizzéria Don Quijote," Szeged, Vitéz u. 4. ",http://dqpizza.hu,Étterem
339,Kalmár Adrienn, +36 70 570-4328 ,http://www.kalmaradrienn.hu,Rendezvényszervezés
340,Szertartás vezető, 2316 Tököl ,http://mesesszertartas.hu,Rendezvényszervezés
341,Best Wedding," Magyarország, Budapest ",http://bestweddingeskuvoszervezes.hu,Rendezvényszervezés
