url,sentence
http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:02002R2150-20090420:EN:NOT,"(
3
) Opinion of the European Parliament of 4 September 2001 (OJ C 72 E, 21.3.2002, p. 32), Council Common Position of 15 April 2002 (OJ C 145 E, 18.6.2002, p. 85) and Decision of the European Parliament of 4 July 2002 (not yet published in the Official Journal), Decision of the Council of 14 November 2002."
http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32010R0849,amending Regulation (EC) No 2150/2002 of the European Parliament and of the Council on waste statistics
http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32010R0849,"Having regard to Regulation (EC) No 2150/2002 of the European Parliament and of the Council of 25 November 2002 on waste statistics (1), and in particular Article 6(2) thereof,"
http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32010R0849,The Commission has informed the European Parliament and the Council on the implementation of the Regulation (EC) No 2150/2002 (2) and has proposed a number of changes.
http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32010R0849,"The measures provided for in this Regulation are in accordance with the opinion of the European Statistical System Committee, established by Regulation (EC) No 223/2009 of the European Parliament and of the Council of 11 March 2009 on European statistics (3),"
http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32010R0849,"
as referred to in Article 1(5) of Regulation (EC) No 2150/2002, between EWC-Stat Rev 4 (substance oriented waste statistical nomenclature) and the European list of waste (LoW) established by Commission Decision 2000/532/EC
 (3)"
http://ec.europa.eu/environment/waste/pdf/WASTE%20BROCHURE.pdf,"%PDF-1.4%âãÏÓ
284 0 obj<>endobj          
xref
284 395
0000000016 00000 n
0000009587 00000 n
0000009672 00000 n
0000009944 00000 n
0000012616 00000 n
0000013232 00000 n
0000013269 00000 n
0000013322 00000 n
0000013400 00000 n
0000015535 00000 n
0000015826 00000 n
0000016215 00000 n
0000016381 00000 n
0000019858 00000 n
0000027247 00000 n
0000033142 00000 n
0000038131 00000 n
0000042528 00000 n
0000047723 00000 n
0000048239 00000 n
0000048290 00000 n
0000050794 00000 n
0000051140 00000 n
0000051511 00000 n
0000051728 00000 n
0000051805 00000 n
0000056386 00000 n
0000061365 00000 n
0000064059 00000 n
0000065016 00000 n
0000075123 00000 n
0000086337 00000 n
0000091944 00000 n
0000112544 00000 n
0000123347 00000 n
0000124169 00000 n
0000125344 00000 n
0000125490 00000 n
0000125685 00000 n
0000125834 00000 n
0000126029 00000 n
0000126177 00000 n
0000126372 00000 n
0000126521 00000 n
0000126716 00000 n
0000126865 00000 n
0000127060 00000 n
0000127209 00000 n
0000127404 00000 n
0000127552 00000 n
0000127747 00000 n
0000127896 00000 n
0000128091 00000 n
0000128237 00000 n
0000128432 00000 n
0000128580 00000 n
0000128775 00000 n
0000128924 00000 n
0000129119 00000 n
0000129267 00000 n
0000129462 00000 n
0000129610 00000 n
0000129805 00000 n
0000129952 00000 n
0000130147 00000 n
0000130296 00000 n
0000130491 00000 n
0000130639 00000 n
0000130834 00000 n
0000130981 00000 n
0000131176 00000 n
0000131325 00000 n
0000131520 00000 n
0000131669 00000 n
0000131864 00000 n
0000132013 00000 n
0000132208 00000 n
0000132356 00000 n
0000132551 00000 n
0000132700 00000 n
0000132895 00000 n
0000133042 00000 n
0000133237 00000 n
0000133386 00000 n
0000133581 00000 n
0000133729 00000 n
0000133924 00000 n
0000134071 00000 n
0000134266 00000 n
0000134414 00000 n
0000134609 00000 n
0000134758 00000 n
0000134953 00000 n
0000135099 00000 n
0000135294 00000 n
0000135443 00000 n
0000135638 00000 n
0000135787 00000 n
0000135982 00000 n
0000136131 00000 n
0000136326 00000 n
0000136475 00000 n
0000136670 00000 n
0000136819 00000 n
0000137014 00000 n
0000137163 00000 n
0000137358 00000 n
0000137507 00000 n
0000137702 00000 n
0000137851 00000 n
0000138046 00000 n
0000138195 00000 n
0000138390 00000 n
0000138536 00000 n
0000138731 00000 n
0000138880 00000 n
0000139075 00000 n
0000139222 00000 n
0000139417 00000 n
0000139565 00000 n
0000139760 00000 n
0000139906 00000 n
0000140101 00000 n
0000140249 00000 n
0000140444 00000 n
0000140592 00000 n
0000140787 00000 n
0000140935 00000 n
0000141130 00000 n
0000141278 00000 n
0000141473 00000 n
0000141621 00000 n
0000141816 00000 n
0000141965 00000 n
0000142160 00000 n
0000142309 00000 n
0000142504 00000 n
0000142650 00000 n
0000142845 00000 n
0000142994 00000 n
0000143189 00000 n
0000143337 00000 n
0000143532 00000 n
0000143679 00000 n
0000143874 00000 n
0000144022 00000 n
0000144217 00000 n
0000144363 00000 n
0000144558 00000 n
0000144706 00000 n
0000144901 00000 n
0000145049 00000 n
0000145244 00000 n
0000145392 00000 n
0000145587 00000 n
0000145735 00000 n
0000145930 00000 n
0000146077 00000 n
0000146272 00000 n
0000146421 00000 n
0000146616 00000 n
0000146765 00000 n
0000146960 00000 n
0000147109 00000 n
0000147304 00000 n
0000147453 00000 n
0000147648 00000 n
0000147797 00000 n
0000147992 00000 n
0000148139 00000 n
0000148334 00000 n
0000148483 00000 n
0000148678 00000 n
0000148826 00000 n
0000149021 00000 n
0000149170 00000 n
0000149365 00000 n
0000149513 00000 n
0000149708 00000 n
0000149856 00000 n
0000150051 00000 n
0000150201 00000 n
0000150396 00000 n
0000150545 00000 n
0000150740 00000 n
0000150888 00000 n
0000151083 00000 n
0000151231 00000 n
0000151426 00000 n
0000151575 00000 n
0000151770 00000 n
0000151919 00000 n
0000152114 00000 n
0000152262 00000 n
0000152457 00000 n
0000152606 00000 n
0000152801 00000 n
0000152950 00000 n
0000153145 00000 n
0000153294 00000 n
0000153489 00000 n
0000153638 00000 n
0000153833 00000 n
0000153982 00000 n
0000154177 00000 n
0000154325 00000 n
0000154520 00000 n
0000154668 00000 n
0000154863 00000 n
0000155012 00000 n
0000155207 00000 n
0000155355 00000 n
0000155550 00000 n
0000155698 00000 n
0000155893 00000 n
0000156039 00000 n
0000156234 00000 n
0000156382 00000 n
0000156577 00000 n
0000156726 00000 n
0000156921 00000 n
0000157070 00000 n
0000157265 00000 n
0000157414 00000 n
0000157609 00000 n
0000157758 00000 n
0000157953 00000 n
0000158102 00000 n
0000158297 00000 n
0000158445 00000 n
0000158640 00000 n
0000158789 00000 n
0000158984 00000 n
0000159133 00000 n
0000159328 00000 n
0000159476 00000 n
0000159671 00000 n
0000159819 00000 n
0000160014 00000 n
0000160163 00000 n
0000160358 00000 n
0000160507 00000 n
0000160702 00000 n
0000160851 00000 n
0000161046 00000 n
0000161195 00000 n
0000161390 00000 n
0000161539 00000 n
0000161734 00000 n
0000161882 00000 n
0000162077 00000 n
0000162225 00000 n
0000162420 00000 n
0000162569 00000 n
0000162764 00000 n
0000162911 00000 n
0000163106 00000 n
0000163253 00000 n
0000163448 00000 n
0000163595 00000 n
0000163790 00000 n
0000163938 00000 n
0000164000 00000 n
0000164089 00000 n
0000164237 00000 n
0000164432 00000 n
0000164581 00000 n
0000164776 00000 n
0000164924 00000 n
0000165119 00000 n
0000165266 00000 n
0000165461 00000 n
0000165610 00000 n
0000165805 00000 n
0000165953 00000 n
0000166148 00000 n
0000166296 00000 n
0000166491 00000 n
0000166640 00000 n
0000166835 00000 n
0000166983 00000 n
0000167178 00000 n
0000167326 00000 n
0000167521 00000 n
0000167670 00000 n
0000167865 00000 n
0000168014 00000 n
0000168209 00000 n
0000168357 00000 n
0000168552 00000 n
0000168700 00000 n
0000168895 00000 n
0000169044 00000 n
0000169239 00000 n
0000169388 00000 n
0000169583 00000 n
0000169731 00000 n
0000169926 00000 n
0000170076 00000 n
0000170271 00000 n
0000170420 00000 n
0000170615 00000 n
0000170764 00000 n
0000170959 00000 n
0000171106 00000 n
0000171301 00000 n
0000171448 00000 n
0000171643 00000 n
0000171791 00000 n
0000171986 00000 n
0000172134 00000 n
0000172329 00000 n
0000172478 00000 n
0000172673 00000 n
0000172821 00000 n
0000173016 00000 n
0000173165 00000 n
0000173360 00000 n
0000173508 00000 n
0000173703 00000 n
0000173852 00000 n
0000174047 00000 n
0000174196 00000 n
0000174391 00000 n
0000174539 00000 n
0000174734 00000 n
0000174883 00000 n
0000175078 00000 n
0000175228 00000 n
0000175423 00000 n
0000175572 00000 n
0000175767 00000 n
0000175916 00000 n
0000176111 00000 n
0000176260 00000 n
0000176455 00000 n
0000176602 00000 n
0000176797 00000 n
0000176946 00000 n
0000177141 00000 n
0000177290 00000 n
0000177485 00000 n
0000177634 00000 n
0000177829 00000 n
0000177979 00000 n
0000178174 00000 n
0000178322 00000 n
0000178517 00000 n
0000178666 00000 n
0000178861 00000 n
0000179011 00000 n
0000179206 00000 n
0000179355 00000 n
0000179550 00000 n
0000179698 00000 n
0000179893 00000 n
0000180042 00000 n
0000180237 00000 n
0000180387 00000 n
0000180582 00000 n
0000180728 00000 n
0000180923 00000 n
0000181072 00000 n
0000181267 00000 n
0000181415 00000 n
0000181610 00000 n
0000181759 00000 n
0000181954 00000 n
0000182103 00000 n
0000182298 00000 n
0000182447 00000 n
0000182642 00000 n
0000182788 00000 n
0000182983 00000 n
0000183132 00000 n
0000183327 00000 n
0000183477 00000 n
0000183672 00000 n
0000183821 00000 n
0000184016 00000 n
0000184165 00000 n
0000184360 00000 n
0000184506 00000 n
0000184701 00000 n
0000184850 00000 n
0000185045 00000 n
0000185194 00000 n
0000185389 00000 n
0000185538 00000 n
0000185733 00000 n
0000185882 00000 n
0000186077 00000 n
0000186225 00000 n
0000186420 00000 n
0000008196 00000 n
trailer
<]>>
startxref
0
%%EOF
       
678 0 obj<"
http://ec.europa.eu/environment/waste/index.htm," In Europe, we currently use 16  tonnes of material per person per year, of which 6 tonnes become waste."
http://ec.europa.eu/environment/waste/index.htm,"From  this total only a limited (albeit increasing) share (36%) was recycled, with  the rest was landfilled or burned, of which some 600 million tons could be  recycled or reused."
http://ec.europa.eu/environment/waste/index.htm,"Only 40 % of it is reused or recycled and in some countries more  than 80% still goes to landfill (source: Environmental Data Centre on Waste, Eurostat)."
http://www.eea.europa.eu/themes/waste,An annual European Environment Agency (EEA) environmental indicator report analyses whether the EU is achieving by 2020 a selected set of environmental objectives.
http://www.eea.europa.eu/themes/waste,"
This is the fourth EEA report in a series of annual reviews of waste prevention programmes in Europe as stipulated in the European Union (EU) Waste Framework Directive (EU, 2008)."
http://www.eea.europa.eu/themes/waste,"
This briefing highlights the work and results of the Marine Litter Watch clean-up activities held on the beaches of Europe’s four regional seas (the Baltic Sea, the Black Sea, the Mediterranean Sea and the North-East Atlantic Ocean) between 2014 and 2017."
http://www.eea.europa.eu/themes/waste,"
The European Pollutant Release and Transfer Register (E-PRTR) is a web-based register established by  Regulation (EC) No 166/2006 which implements the UNECE PRTR Protocol, signed in May 2003 in Kiev."
http://www.eea.europa.eu/themes/waste,"
 
  In Europe, between 2005 and 2013, the average water intensity of crop production was around 6     m    3       of water (irrigation plus soil moisture) for one unit of gross value added (GVA*) from all crops."
http://www.eea.europa.eu/themes/waste,"In 2013, around 9 % less water was input to crops to produce the same GVA as in 2005."
http://www.eea.europa.eu/themes/waste,"In western Europe, between 2005 and 2013, on average 5     m    3       of water (irrigation plus soil moisture) was input to crops to generate one unit of GVA."
http://www.eea.europa.eu/themes/waste,The water intensity of crop production improved by 5 % over the period.
http://www.eea.europa.eu/themes/waste,"In southern Europe, between 2005 and 2013, on average 6     m    3       of water was input to crops to generate one unit of GVA."
http://www.eea.europa.eu/themes/waste,The water intensity of crop production improved by 13 % over the period.
http://www.eea.europa.eu/themes/waste,"In eastern Europe, between 2005 and 2013, on average 7     m    3       of water was input to crops to generate one unit of GVA."
http://www.eea.europa.eu/themes/waste,The water intensity of crop production improved by 18 % over the peiod.
http://www.eea.europa.eu/themes/waste,"Between 2005 and 2013, the average water intensity of crop production was lowest in the Netherlands (0.6    m   3          for one  unit of GVA) in western Europe, Malta (2     m   3           for one unit of GVA ) in southern Europe and Slovenia (3     m   3          for one unit of GVA ) in eastern Europe."
http://www.eea.europa.eu/themes/waste,"
The CORINE Land Cover (CLC) inventory was initiated in 1985 (reference year 1990) to standardize data collection on land in Europe to support environmental policy development."
http://www.eea.europa.eu/themes/waste,"
This is the fourth EEA report in a series of annual reviews of waste prevention programmes in Europe as stipulated in the European Union (EU) Waste Framework Directive (EU, 2008)."
http://www.eea.europa.eu/themes/waste,"
The European Pollutant Release and Transfer Register (E-PRTR) is a web-based register established by  Regulation (EC) No 166/2006 which implements the UNECE PRTR Protocol, signed in May 2003 in Kiev."
http://www.eea.europa.eu/themes/waste,"
 
  In Europe, between 2005 and 2013, the average water intensity of crop production was around 6     m    3       of water (irrigation plus soil moisture) for one unit of gross value added (GVA*) from all crops."
http://www.eea.europa.eu/themes/waste,"In 2013, around 9 % less water was input to crops to produce the same GVA as in 2005."
http://www.eea.europa.eu/themes/waste,"In western Europe, between 2005 and 2013, on average 5     m    3       of water (irrigation plus soil moisture) was input to crops to generate one unit of GVA."
http://www.eea.europa.eu/themes/waste,The water intensity of crop production improved by 5 % over the period.
http://www.eea.europa.eu/themes/waste,"In southern Europe, between 2005 and 2013, on average 6     m    3       of water was input to crops to generate one unit of GVA."
http://www.eea.europa.eu/themes/waste,The water intensity of crop production improved by 13 % over the period.
http://www.eea.europa.eu/themes/waste,"In eastern Europe, between 2005 and 2013, on average 7     m    3       of water was input to crops to generate one unit of GVA."
http://www.eea.europa.eu/themes/waste,The water intensity of crop production improved by 18 % over the peiod.
http://www.eea.europa.eu/themes/waste,"Between 2005 and 2013, the average water intensity of crop production was lowest in the Netherlands (0.6    m   3          for one  unit of GVA) in western Europe, Malta (2     m   3           for one unit of GVA ) in southern Europe and Slovenia (3     m   3          for one unit of GVA ) in eastern Europe."
http://www.eea.europa.eu/themes/waste,"
The CORINE Land Cover (CLC) inventory was initiated in 1985 (reference year 1990) to standardize data collection on land in Europe to support environmental policy development."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,It draws exclusively on data collected in accordance with Regulation (EC) No 2150/2002 of the European Parliament and Council on waste statistics.
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"In 2014, the total waste generated in the EU-28 by all economic activities and households amounted to 2 503 million tonnes; this was the highest amount recorded for the EU-28 during the period 2004-2014 (a time series only exists for even years)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"In the EU-28, construction contributed 34.7 % of the total in 2014 and was followed by mining and quarrying (28.2 %), manufacturing (10.2 %), waste and water services (9.1 %) and households (8.3 %); the remaining 9.5 % was waste generated from other economic activities, mainly services (3.9 %) and energy (3.7 %)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"The high levels of waste generated in some of the smaller EU Member States can be clearly seen, with a particularly high value recorded for Bulgaria where on average 24.9 tonnes of waste were generated per inhabitant in 2014, five times the 4.9 tonnes per inhabitant average across the EU-28."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,Almost two thirds (64 % or 3.2 tonnes per inhabitant) of the total waste generated in the EU-28 in 2014 was major mineral wastes.
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"In general, those EU Member States that had higher shares of major mineral wastes were those that were characterised as having relatively sizeable mining and quarrying activities, such as Bulgaria, Sweden, Romania and Finland, and/or construction and demolition activities, such as Luxembourg; in these Member States, major mineral wastes accounted 85 % or more of all waste generated, as was also the case in Liechtenstein and Serbia."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"In the EU-28, 891 million tonnes of waste excluding major mineral wastes were generated in 2014, equivalent to 36 % of the total waste generated (Table 2)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"When expressed in relation to population size, the EU-28 generated, on average, 1.8 tonnes per inhabitant of waste excluding major mineral wastes in 2014 (Figure 3)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"While the overall level of waste excluding major mineral wastes fell 5.3 % between 2004 and 2014, the quantity per inhabitant fell by 8.0 % (as the EU’s population also grew over this period)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"Across the EU Member States, waste generation excluding major mineral wastes ranged, in 2014, from an average of 723 kg per inhabitant in Croatia to 9.5 tonnes per inhabitant in Estonia."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"In 2014, the highest levels of waste generation were recorded for water and waste services, for households and for manufacturing activities (208 million tonnes, 204 million tonnes and 184 million tonnes)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,Their developments followed different patterns over time: waste generation (excluding major mineral waste) by water and waste services increased by 87.7 % between 2004 and 2014.
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,The quantity of waste (excluding major mineral waste) generated from construction also grew at a rapid pace (rising by 57.2 % overall during the period under consideration).
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"Waste (excluding major mineral waste) generated by agriculture, forestry and fishing fell by 68.7 % and that from manufacturing activities by 32.2 %."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"Likewise, the quantity of waste (excluding major mineral waste) generated by mining and quarrying and by other sectors also diminished quite considerably, down by nearly a quarter (24.1 % and 22.7 % respectively)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"Among the waste generated in the EU-28 in 2014, some 95.0 million tonnes (3.8 % of the total) were classified as hazardous waste."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"Compared with 2010, 2.2 % more non-hazardous waste was generated in 2014 in the EU-28 and 2.8 % less hazardous waste, the latter decreasing in quantity terms from 97.8 to 95.0 million tonnes."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"In 2014, the share of hazardous waste in total waste generation was below 9.0 % in all of the EU Member States except for Estonia, where it made up a 47.7 % share of the total (see Figure 4)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"Among the non-member countries shown in Figure 4, Serbia recorded the highest share of hazardous waste in total waste generation (27.4 %) due to intensive activity in mining and quarrying, and was followed by Montenegro (24.4 %), Bosnia and Herzegovina (21.2 %, 2012 data) and Norway (11.7 %)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"In 2014, some 2 320 million tonnes of waste were treated in the EU-28 (see Table 3); this includes the treatment of waste imported into the EU and the reported amounts are therefore not directly comparable with those on waste generation."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,Nearly half (47.4 %) of the waste treated in the EU-28 in 2014 was disposed of other than through incineration (landfilling).
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,A further 36.2 % of the waste treated in the EU-28 in 2014 was sent to recovery operations other than energy recovery and backfilling (for simplification referred to as recycling).
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"Just over one tenth (10.2 %) of the waste treated in the EU-28 was backfilled, while the remainder was sent for incineration, either with energy recovery (4.7 %) or without (1.5 %)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,The quantity of waste subject to disposal in 2014 was 1.7 % lower than it had been in 2004; its share in total waste treatment fell from 54.6 % to 48.9 %.
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"The quantity of waste recovered, in other words incinerated with energy recovery, recycled or used for backfilling (the use of waste in excavated areas for the purpose of slope reclamation or safety or for engineering purposes in landscaping) grew by 23.4 % from 960 million tonnes in 2004 to 1 185 million tonnes in 2014; as a result, the share of such recovery in total waste treatment rose from 45.4 % in 2004 to 51.1 % by 2014."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"In total, 75.6 million tonnes of hazardous waste were treated in the EU-28 in 2014, with more than half of this treated in just three EU Member States, Germany (27.2 %), Bulgaria (16.1 %) and Estonia (13.6 %)(Figure 6)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"Nearly half (49.0 %) of the hazardous waste treated in the EU-28 was landfilled, in other words deposited into or onto land or through land treatment and release into water bodies, equivalent to 73 kg per inhabitant (Figure 7)."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,Some 6.0 % of all hazardous waste was incinerated without energy recovery (9 kg per inhabitant) and a further 7.4 % with energy recovery (11 kg per inhabitant).
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,"More than one third (37.5 %) of hazardous waste in the EU-28 was recovered (recycled or used for backfilling) in 2014, equivalent to 56 kg per inhabitant."
http://ec.europa.eu/eurostat/statistics-explained/index.php?title=Waste_statistics&oldid=373222,For more information see the Europe 2020 strategy.
